Time,Node 1,Node 2,Node 3,Node 4,Node 5
2024-02-28 09:16:10,0,0,0,0,0
2024-02-28 09:16:13,0,0,0,0,0
2024-02-28 09:16:17,0,0,0,0,0
2024-02-28 09:16:20,0,0,0,0,0
2024-02-28 09:16:23,0,0,0,0,0
2024-02-28 09:16:26,0,0,0,0,0
2024-02-28 09:16:29,0,0,0,0,0
2024-02-28 09:16:32,0,0,0,0,0
2024-02-28 09:16:35,0,0,0,0,0
2024-02-28 09:16:38,0,0,0,0,0
2024-02-28 09:16:41,0,0,0,0,0
2024-02-28 09:16:44,0,0,0,0,0
2024-02-28 09:16:47,0,0,0,0,0
2024-02-28 09:16:50,0,0,0,0,0
2024-02-28 09:16:53,0,0,0,0,0
2024-02-28 09:16:55,0,0,0,0,0
2024-02-28 09:16:57,0,0,0,0,0
2024-02-28 09:17:00,0,0,0,0,0
2024-02-28 09:17:04,0,0,0,0,0
2024-02-28 09:17:07,0,0,0,0,0
2024-02-28 09:17:10,0,0,0,0,0
2024-02-28 09:17:13,0,0,0,0,0
2024-02-28 09:17:16,0,0,0,0,0
2024-02-28 09:17:19,0,0,0,0,0
2024-02-28 09:17:22,0,0,0,0,0
2024-02-28 09:17:25,0,0,0,0,0
2024-02-28 09:17:28,0,0,0,0,0
2024-02-28 09:17:31,0,0,0,0,0
2024-02-28 09:17:34,0,0,0,0,0
2024-02-28 09:17:37,0,0,0,0,0
2024-02-28 09:17:40,0,0,0,0,0
2024-02-28 09:17:43,0,0,0,0,0
2024-02-28 09:17:46,0,0,0,0,0
2024-02-28 09:17:49,0,0,0,0,0
2024-02-28 09:17:52,0,0,0,0,0
2024-02-28 09:17:56,0,0,0,0,0
2024-02-28 09:17:59,0,0,0,0,0
2024-02-28 09:18:02,0,0,0,0,0
2024-02-28 09:18:05,0,0,0,0,0
2024-02-28 09:18:08,0,0,0,0,0
2024-02-28 09:18:11,0,0,0,0,0
2024-02-28 09:18:14,0,0,0,0,0
2024-02-28 09:18:17,0,0,0,0,0
2024-02-28 09:18:20,0,0,0,0,0
2024-02-28 09:18:24,0,0,0,0,0
2024-02-28 09:18:28,0,0,0,0,0
2024-02-28 09:18:32,0,0,0,0,0
2024-02-28 09:18:36,0,0,0,0,0
2024-02-28 09:18:40,0.037999999,0,0,0,0
2024-02-28 09:18:44,0.115999997,0,0,0,0
2024-02-28 09:18:47,0.182999998,0,0,0,0
2024-02-28 09:18:50,0.247999996,0,0,0,0
2024-02-28 09:18:52,0.308999985,0,0,0,0
2024-02-28 09:18:54,0.344999999,0,0,0,0
2024-02-28 09:18:56,0.379999995,0,0,0,0
2024-02-28 09:18:58,0.419,0,0,0,0
2024-02-28 09:19:00,0.448000014,0,0,0,0
2024-02-28 09:19:02,0.474000007,0,0,0,0
2024-02-28 09:19:04,0.495999992,0,0,0,0
2024-02-28 09:19:07,0.524999976,0,0,0,0
2024-02-28 09:19:09,0.541000009,0,0,0,0
2024-02-28 09:19:11,0.55400002,0,0,0,0
2024-02-28 09:19:13,0.569999993,0,0,0,0
2024-02-28 09:19:15,0.583000004,0,0,0,0
2024-02-28 09:19:17,0.592999995,0,0,0,0
2024-02-28 09:19:19,0.606000006,0,0,0,0
2024-02-28 09:19:21,0.619000018,0,0,0,0
2024-02-28 09:19:23,0.632000029,0,0,0,0
2024-02-28 09:19:25,0.644999981,0,0,0,0
2024-02-28 09:19:27,0.657999992,0,0,0,0
2024-02-28 09:19:29,0.670000017,0,0,0,0
2024-02-28 09:19:31,0.686999977,0,0,0,0
2024-02-28 09:19:34,0.699999988,0,0,0,0
2024-02-28 09:19:36,0.70599997,0,0,0,0
2024-02-28 09:19:38,0.716000021,0,0,0,0
2024-02-28 09:19:40,0.725000024,0,0,0,0
2024-02-28 09:19:42,0.735000014,0,0,0,0
2024-02-28 09:19:44,0.745000005,0,0,0,0
2024-02-28 09:19:46,0.750999987,0,0,0,0
2024-02-28 09:19:48,0.760999978,0,0,0,0
2024-02-28 09:19:50,0.763999999,0,0,0,0
2024-02-28 09:19:52,0.76700002,0,0,0,0
2024-02-28 09:19:54,0.773999989,0,0,0,0
2024-02-28 09:19:56,0.77700001,0,0,0,0
2024-02-28 09:19:58,0.782999992,0,0,0,0
2024-02-28 09:20:00,0.790000021,0,0,0,0
2024-02-28 09:20:02,0.800000012,0,0,0,0
2024-02-28 09:20:04,0.805999994,0,0,0,0
2024-02-28 09:20:06,0.811999977,0,0,0,0
2024-02-28 09:20:08,0.819000006,0,0,0,0
2024-02-28 09:20:10,0.828999996,0,0,0,0
2024-02-28 09:20:12,0.832000017,0,0,0,0
2024-02-28 09:20:14,0.834999979,0,0,0,0
2024-02-28 09:20:16,0.841000021,0,0,0,0
2024-02-28 09:20:18,0.845000029,0,0,0,0
2024-02-28 09:20:20,0.84799999,0,0,0,0
2024-02-28 09:20:23,0.851000011,0,0,0,0
2024-02-28 09:20:25,0.851000011,0,0,0,0
2024-02-28 09:20:27,0.85799998,0,0,0,0
2024-02-28 09:20:29,0.861000001,0,0,0,0
2024-02-28 09:20:31,0.864000022,0,0,0,0
2024-02-28 09:20:33,0.866999984,0,0,0,0
2024-02-28 09:20:35,0.870000005,0,0,0,0
2024-02-28 09:20:37,0.874000013,0,0,0,0
2024-02-28 09:20:39,0.874000013,0,0,0,0
2024-02-28 09:20:42,0.876999974,0,0,0,0
2024-02-28 09:20:45,0.883000016,0,0,0,0
2024-02-28 09:20:48,0.883000016,0,0,0,0
2024-02-28 09:20:51,0.887000024,0,0,0,0
2024-02-28 09:20:54,0.889999986,0,0,0,0
2024-02-28 09:20:57,0.893000007,0,0,0,0
2024-02-28 09:21:00,0.896000028,0,0,0,0
2024-02-28 09:21:03,0.896000028,0,0,0,0
2024-02-28 09:21:06,0.899999976,0,0,0,0
2024-02-28 09:21:08,0.899999976,0,0,0,0
2024-02-28 09:21:10,0.902999997,0,0,0,0
2024-02-28 09:21:12,0.902999997,0,0,0,0
2024-02-28 09:21:14,0.906000018,0,0,0,0
2024-02-28 09:21:17,0.906000018,0,0,0,0
2024-02-28 09:21:19,0.908999979,0,0,0,0
2024-02-28 09:21:21,0.912,0,0,0,0
2024-02-28 09:21:23,0.912,0,0,0,0
2024-02-28 09:21:25,0.916000009,0,0,0,0
2024-02-28 09:21:27,0.916000009,0,0,0,0
2024-02-28 09:21:29,0.91900003,0,0,0,0
2024-02-28 09:21:31,0.921999991,0,0,0,0
2024-02-28 09:21:33,0.925000012,0,0,0,0
2024-02-28 09:21:35,0.92900002,0,0,0,0
2024-02-28 09:21:37,0.92900002,0,0,0,0
2024-02-28 09:21:39,0.931999981,0.003,0,0,0
2024-02-28 09:21:41,0.935000002,0.009,0,0,0
2024-02-28 09:21:43,0.935000002,0.012,0,0,0
2024-02-28 09:21:45,0.940999985,0.022,0,0,0
2024-02-28 09:21:47,0.944999993,0.032000002,0,0,0
2024-02-28 09:21:49,0.948000014,0.041000001,0,0,0
2024-02-28 09:21:51,0.948000014,0.045000002,0,0,0
2024-02-28 09:21:53,0.950999975,0.054000001,0,0,0
2024-02-28 09:21:55,0.953999996,0.067000002,0,0,0
2024-02-28 09:21:57,0.953999996,0.082999997,0,0,0
2024-02-28 09:21:59,0.961000025,0.103,0,0,0
2024-02-28 09:22:01,0.970000029,0.115999997,0,0,0
2024-02-28 09:22:03,0.973999977,0.122000001,0,0,0
2024-02-28 09:22:06,0.976999998,0.131999999,0,0,0
2024-02-28 09:22:08,0.976999998,0.141000003,0,0,0
2024-02-28 09:22:10,0.980000019,0.148000002,0,0,0
2024-02-28 09:22:12,0.980000019,0.160999998,0,0,0
2024-02-28 09:22:14,0.98299998,0.173999995,0,0,0
2024-02-28 09:22:16,0.98299998,0.182999998,0,0,0
2024-02-28 09:22:18,0.986999989,0.200000003,0,0,0
2024-02-28 09:22:20,0.986999989,0.206,0,0,0
2024-02-28 09:22:22,0.986999989,0.211999997,0,0,0
2024-02-28 09:22:24,0.986999989,0.224999994,0,0,0
2024-02-28 09:22:26,0.986999989,0.231999993,0,0,0
2024-02-28 09:22:28,0.98299998,0.240999997,0,0,0
2024-02-28 09:22:30,0.986999989,0.247999996,0,0,0
2024-02-28 09:22:33,0.986999989,0.257999986,0,0,0
2024-02-28 09:22:36,0.98299998,0.270000011,0,0,0
2024-02-28 09:22:39,0.98299998,0.282999992,0,0,0
2024-02-28 09:22:42,0.986999989,0.296000004,0,0,0
2024-02-28 09:22:45,0.986999989,0.305999994,0,0,0
2024-02-28 09:22:48,0.98299998,0.316000015,0,0,0
2024-02-28 09:22:51,0.98299998,0.328999996,0,0,0
2024-02-28 09:22:55,0.98299998,0.338,0,0,0
2024-02-28 09:22:58,0.98299998,0.344999999,0,0,0
2024-02-28 09:23:01,0.98299998,0.351000011,0,0,0
2024-02-28 09:23:04,0.98299998,0.354000002,0,0,0
2024-02-28 09:23:07,0.98299998,0.363999993,0,0,0
2024-02-28 09:23:10,0.98299998,0.367000014,0,0,0
2024-02-28 09:23:13,0.98299998,0.379999995,0,0,0
2024-02-28 09:23:16,0.98299998,0.386999995,0,0,0
2024-02-28 09:23:19,0.98299998,0.389999986,0,0,0
2024-02-28 09:23:22,0.98299998,0.400000006,0,0,0
2024-02-28 09:23:25,0.98299998,0.409000009,0,0,0
2024-02-28 09:23:28,0.98299998,0.416000009,0,0,0
2024-02-28 09:23:31,0.98299998,0.421999991,0,0,0
2024-02-28 09:23:34,0.98299998,0.42899999,0,0,0
2024-02-28 09:23:37,0.98299998,0.435000002,0,0,0
2024-02-28 09:23:40,0.98299998,0.453999996,0,0,0
2024-02-28 09:23:44,0.98299998,0.460999995,0,0,0
2024-02-28 09:23:47,0.98299998,0.469999999,0,0,0
2024-02-28 09:23:50,0.98299998,0.479999989,0,0,0
2024-02-28 09:23:53,0.98299998,0.493000001,0,0,0
2024-02-28 09:23:56,0.98299998,0.495999992,0,0,0
2024-02-28 09:23:59,0.98299998,0.503000021,0,0,0
2024-02-28 09:24:02,0.98299998,0.518999994,0,0,0
2024-02-28 09:24:05,0.98299998,0.524999976,0,0,0
2024-02-28 09:24:08,0.98299998,0.528999984,0,0,0
2024-02-28 09:24:11,0.98299998,0.532000005,0,0,0
2024-02-28 09:24:14,0.986999989,0.535000026,0,0,0
2024-02-28 09:24:17,0.98299998,0.547999978,0,0,0
2024-02-28 09:24:20,0.98299998,0.550999999,0,0,0
2024-02-28 09:24:23,0.986999989,0.56099999,0,0,0
2024-02-28 09:24:26,0.986999989,0.56099999,0,0,0
2024-02-28 09:24:28,0.986999989,0.566999972,0,0,0
2024-02-28 09:24:30,0.986999989,0.574000001,0,0,0
2024-02-28 09:24:33,0.986999989,0.577000022,0,0,0
2024-02-28 09:24:35,0.986999989,0.577000022,0,0,0
2024-02-28 09:24:37,0.986999989,0.579999983,0,0,0
2024-02-28 09:24:39,0.986999989,0.587000012,0,0,0
2024-02-28 09:24:42,0.986999989,0.589999974,0,0,0
2024-02-28 09:24:45,0.986999989,0.592999995,0,0,0
2024-02-28 09:24:48,0.99000001,0.596000016,0,0,0
2024-02-28 09:24:51,0.986999989,0.600000024,0,0,0
2024-02-28 09:24:54,0.99000001,0.609000027,0,0,0
2024-02-28 09:24:57,0.99000001,0.611999989,0,0,0
2024-02-28 09:25:00,0.99000001,0.619000018,0,0,0
2024-02-28 09:25:02,0.99000001,0.621999979,0,0,0
2024-02-28 09:25:04,0.99000001,0.621999979,0,0,0
2024-02-28 09:25:06,0.99000001,0.63499999,0,0,0
2024-02-28 09:25:08,0.99000001,0.638000011,0,0,0
2024-02-28 09:25:10,0.99000001,0.638000011,0,0,0
2024-02-28 09:25:12,0.99000001,0.644999981,0,0,0
2024-02-28 09:25:14,0.99000001,0.651000023,0,0,0
2024-02-28 09:25:16,0.99000001,0.651000023,0,0,0
2024-02-28 09:25:18,0.992999971,0.651000023,0,0,0
2024-02-28 09:25:21,0.992999971,0.651000023,0,0,0
2024-02-28 09:25:23,0.992999971,0.657999992,0,0,0
2024-02-28 09:25:25,0.992999971,0.661000013,0,0,0
2024-02-28 09:25:27,0.992999971,0.663999975,0,0,0
2024-02-28 09:25:29,0.992999971,0.663999975,0,0,0
2024-02-28 09:25:31,0.995999992,0.663999975,0,0,0
2024-02-28 09:25:33,0.995999992,0.670000017,0,0,0
2024-02-28 09:25:35,0.992999971,0.670000017,0,0,0
2024-02-28 09:25:37,0.992999971,0.670000017,0,0,0
2024-02-28 09:25:39,0.995999992,0.674000025,0,0,0
2024-02-28 09:25:41,0.992999971,0.683000028,0,0,0
2024-02-28 09:25:43,0.995999992,0.683000028,0,0,0
2024-02-28 09:25:45,0.992999971,0.686999977,0.032000002,0,0
2024-02-28 09:25:47,0.995999992,0.689999998,0.054000001,0,0
2024-02-28 09:25:49,0.992999971,0.693000019,0.086999997,0,0
2024-02-28 09:25:51,0.995999992,0.693000019,0.105999999,0,0
2024-02-28 09:25:53,0.992999971,0.69599998,0.122000001,0,0
2024-02-28 09:25:55,0.995999992,0.69599998,0.141000003,0,0
2024-02-28 09:25:57,0.992999971,0.699999988,0.153999999,0,0
2024-02-28 09:25:59,0.992999971,0.703000009,0.164000005,0,0
2024-02-28 09:26:01,0.992999971,0.703000009,0.180000007,0,0
2024-02-28 09:26:03,0.992999971,0.70599997,0.202999994,0,0
2024-02-28 09:26:05,0.992999971,0.70599997,0.224999994,0,0
2024-02-28 09:26:07,0.992999971,0.70599997,0.250999987,0,0
2024-02-28 09:26:09,0.992999971,0.708999991,0.273999989,0,0
2024-02-28 09:26:12,0.992999971,0.708999991,0.289999992,0,0
2024-02-28 09:26:14,0.992999971,0.712000012,0.305999994,0,0
2024-02-28 09:26:16,0.995999992,0.716000021,0.321999997,0,0
2024-02-28 09:26:18,0.992999971,0.716000021,0.335000008,0,0
2024-02-28 09:26:20,0.995999992,0.716000021,0.344999999,0,0
2024-02-28 09:26:22,0.992999971,0.718999982,0.354000002,0,0
