Time,Node 1,Node 2,Node 3,Node 4,Node 5
2024-02-28 09:26:24,0.992999971,0.718999982,0.367000014,0,0
2024-02-28 09:26:26,0.995999992,0.722000003,0.379999995,0,0
2024-02-28 09:26:29,0.995999992,0.722000003,0.393000007,0,0
2024-02-28 09:26:31,0.995999992,0.728999972,0.400000006,0,0
2024-02-28 09:26:34,0.995999992,0.728999972,0.416000009,0,0
2024-02-28 09:26:37,0.995999992,0.731999993,0.432000011,0,0
2024-02-28 09:26:39,0.995999992,0.731999993,0.441000015,0,0
2024-02-28 09:26:41,0.995999992,0.735000014,0.451000005,0,0
2024-02-28 09:26:43,0.995999992,0.735000014,0.460999995,0,0
2024-02-28 09:26:45,0.995999992,0.735000014,0.469999999,0,0
2024-02-28 09:26:47,0.995999992,0.735000014,0.476999998,0,0
2024-02-28 09:26:49,0.995999992,0.737999976,0.48300001,0,0
2024-02-28 09:26:51,0.995999992,0.737999976,0.49000001,0,0
2024-02-28 09:26:53,0.995999992,0.740999997,0.495999992,0,0
2024-02-28 09:26:55,0.995999992,0.745000005,0.503000021,0,0
2024-02-28 09:26:57,0.995999992,0.748000026,0.509000003,0,0
2024-02-28 09:27:00,0.995999992,0.748000026,0.512000024,0,0
2024-02-28 09:27:02,0.995999992,0.750999987,0.522000015,0,0
2024-02-28 09:27:04,0.995999992,0.750999987,0.528999984,0,0
2024-02-28 09:27:06,0.995999992,0.750999987,0.535000026,0,0
2024-02-28 09:27:08,0.995999992,0.754000008,0.537999988,0,0
2024-02-28 09:27:10,0.995999992,0.754000008,0.545000017,0,0
2024-02-28 09:27:12,0.995999992,0.758000016,0.550999999,0,0
2024-02-28 09:27:14,0.995999992,0.760999978,0.55400002,0,0
2024-02-28 09:27:16,0.995999992,0.760999978,0.56099999,0,0
2024-02-28 09:27:18,0.995999992,0.760999978,0.56400001,0,0
2024-02-28 09:27:20,0.995999992,0.760999978,0.569999993,0,0
2024-02-28 09:27:22,0.995999992,0.763999999,0.574000001,0,0
2024-02-28 09:27:24,0.995999992,0.763999999,0.577000022,0,0
2024-02-28 09:27:26,0.995999992,0.763999999,0.583000004,0,0
2024-02-28 09:27:28,0.995999992,0.76700002,0.583000004,0,0
2024-02-28 09:27:30,0.995999992,0.769999981,0.587000012,0,0
2024-02-28 09:27:32,0.995999992,0.769999981,0.589999974,0,0
2024-02-28 09:27:34,0.995999992,0.769999981,0.592999995,0,0
2024-02-28 09:27:36,0.995999992,0.769999981,0.596000016,0,0
2024-02-28 09:27:38,0.995999992,0.773999989,0.600000024,0,0
2024-02-28 09:27:40,0.995999992,0.773999989,0.602999985,0,0
2024-02-28 09:27:42,0.995999992,0.773999989,0.609000027,0,0
2024-02-28 09:27:44,0.995999992,0.77700001,0.611999989,0,0
2024-02-28 09:27:46,0.995999992,0.779999971,0.615999997,0,0
2024-02-28 09:27:49,0.995999992,0.779999971,0.619000018,0,0
2024-02-28 09:27:51,0.995999992,0.779999971,0.619000018,0,0
2024-02-28 09:27:53,0.995999992,0.779999971,0.621999979,0,0
2024-02-28 09:27:55,0.995999992,0.782999992,0.625,0,0
2024-02-28 09:27:57,0.995999992,0.787,0.629000008,0,0
2024-02-28 09:27:59,0.995999992,0.787,0.632000029,0,0
2024-02-28 09:28:02,0.995999992,0.790000021,0.632000029,0,0
2024-02-28 09:28:05,0.995999992,0.790000021,0.63499999,0,0
2024-02-28 09:28:08,0.995999992,0.796000004,0.640999973,0,0
2024-02-28 09:28:11,0.995999992,0.811999977,0.644999981,0,0
2024-02-28 09:28:14,0.995999992,0.811999977,0.648000002,0,0
2024-02-28 09:28:17,0.995999992,0.822000027,0.651000023,0,0
2024-02-28 09:28:19,0.995999992,0.828999996,0.657999992,0,0
2024-02-28 09:28:21,0.995999992,0.832000017,0.661000013,0,0
2024-02-28 09:28:23,0.995999992,0.832000017,0.661000013,0,0
2024-02-28 09:28:25,0.995999992,0.832000017,0.663999975,0,0
2024-02-28 09:28:27,1,0.834999979,0.663999975,0,0
2024-02-28 09:28:29,0.995999992,0.832000017,0.663999975,0,0
2024-02-28 09:28:31,0.995999992,0.834999979,0.666999996,0,0
2024-02-28 09:28:34,1,0.834999979,0.666999996,0,0
2024-02-28 09:28:39,0.995999992,0.834999979,0.670000017,0,0
2024-02-28 09:28:43,0.995999992,0.838,0.674000025,0,0
2024-02-28 09:28:47,0.995999992,0.838,0.674000025,0,0
2024-02-28 09:28:51,1,0.838,0.676999986,0,0
2024-02-28 09:28:55,1,0.841000021,0.680000007,0,0
2024-02-28 09:28:58,1,0.841000021,0.683000028,0,0
2024-02-28 09:29:01,0.995999992,0.841000021,0.683000028,0,0
2024-02-28 09:29:04,0.995999992,0.845000029,0.683000028,0,0
2024-02-28 09:29:07,0.995999992,0.845000029,0.686999977,0,0
2024-02-28 09:29:10,1,0.845000029,0.686999977,0,0
2024-02-28 09:29:13,1,0.845000029,0.689999998,0,0
2024-02-28 09:29:16,1,0.84799999,0.689999998,0,0
2024-02-28 09:29:19,0.995999992,0.84799999,0.689999998,0,0
2024-02-28 09:29:22,1,0.851000011,0.686999977,0,0
2024-02-28 09:29:25,0.995999992,0.851000011,0.689999998,0,0
2024-02-28 09:29:29,1,0.853999972,0.689999998,0,0
2024-02-28 09:29:32,1,0.853999972,0.69599998,0,0
2024-02-28 09:29:35,1,0.85799998,0.69599998,0,0
2024-02-28 09:29:38,1,0.85799998,0.69599998,0,0
2024-02-28 09:29:41,1,0.85799998,0.699999988,0,0
2024-02-28 09:29:44,0.995999992,0.861000001,0.699999988,0,0
2024-02-28 09:29:47,0.995999992,0.861000001,0.703000009,0,0
2024-02-28 09:29:50,1,0.864000022,0.703000009,0,0
2024-02-28 09:29:53,1,0.864000022,0.703000009,0,0
2024-02-28 09:29:56,1,0.866999984,0.70599997,0,0
2024-02-28 09:29:59,1,0.866999984,0.70599997,0,0
2024-02-28 09:30:02,1,0.870000005,0.70599997,0,0
2024-02-28 09:30:05,1,0.870000005,0.70599997,0,0
2024-02-28 09:30:08,1,0.870000005,0.708999991,0,0
2024-02-28 09:30:11,1,0.870000005,0.712000012,0,0
2024-02-28 09:30:14,1,0.870000005,0.712000012,0,0
2024-02-28 09:30:18,0.995999992,0.870000005,0.716000021,0,0
2024-02-28 09:30:21,1,0.874000013,0.716000021,0,0
2024-02-28 09:30:24,1,0.870000005,0.716000021,0,0
2024-02-28 09:30:27,1,0.874000013,0.718999982,0,0
2024-02-28 09:30:30,1,0.874000013,0.718999982,0,0
2024-02-28 09:30:33,1,0.874000013,0.718999982,0,0
2024-02-28 09:30:36,1,0.876999974,0.722000003,0,0
2024-02-28 09:30:39,1,0.876999974,0.722000003,0,0
2024-02-28 09:30:43,1,0.876999974,0.725000024,0,0
2024-02-28 09:30:47,1,0.879999995,0.725000024,0,0
2024-02-28 09:30:51,1,0.879999995,0.728999972,0.003,0
2024-02-28 09:30:55,1,0.879999995,0.728999972,0.012,0
2024-02-28 09:30:59,1,0.883000016,0.731999993,0.025,0
2024-02-28 09:31:03,1,0.883000016,0.735000014,0.037999999,0
2024-02-28 09:31:08,1,0.887000024,0.735000014,0.054000001,0
2024-02-28 09:31:12,1,0.887000024,0.737999976,0.07,0
2024-02-28 09:31:16,1,0.889999986,0.737999976,0.090000004,0
2024-02-28 09:31:20,1,0.887000024,0.737999976,0.103,0
2024-02-28 09:31:24,1,0.887000024,0.740999997,0.119000003,0
2024-02-28 09:31:28,1,0.887000024,0.740999997,0.131999999,0
2024-02-28 09:31:32,1,0.887000024,0.745000005,0.144999996,0
2024-02-28 09:31:36,1,0.887000024,0.745000005,0.158000007,0
2024-02-28 09:31:40,1,0.887000024,0.745000005,0.166999996,0
2024-02-28 09:31:43,1,0.887000024,0.748000026,0.173999995,0
2024-02-28 09:31:46,1.003000021,0.887000024,0.745000005,0.180000007,0
2024-02-28 09:31:49,1.003000021,0.887000024,0.748000026,0.187000006,0
2024-02-28 09:31:52,1.003000021,0.887000024,0.750999987,0.195999995,0
2024-02-28 09:31:56,1.003000021,0.887000024,0.750999987,0.206,0
2024-02-28 09:31:59,1.003000021,0.887000024,0.754000008,0.211999997,0
2024-02-28 09:32:02,1.003000021,0.889999986,0.754000008,0.218999997,0
2024-02-28 09:32:05,1.003000021,0.889999986,0.758000016,0.229000002,0
2024-02-28 09:32:08,1.003000021,0.889999986,0.758000016,0.231999993,0
2024-02-28 09:32:10,1.003000021,0.889999986,0.758000016,0.234999999,0
2024-02-28 09:32:13,1.003000021,0.889999986,0.760999978,0.240999997,0
2024-02-28 09:32:15,1.003000021,0.889999986,0.760999978,0.250999987,0
2024-02-28 09:32:17,1.003000021,0.889999986,0.760999978,0.250999987,0
2024-02-28 09:32:19,1.003000021,0.889999986,0.760999978,0.257999986,0
2024-02-28 09:32:22,1.003000021,0.887000024,0.763999999,0.261000007,0
2024-02-28 09:32:24,1.003000021,0.889999986,0.763999999,0.263999999,0
2024-02-28 09:32:26,1.003000021,0.889999986,0.763999999,0.263999999,0
2024-02-28 09:32:28,1.003000021,0.889999986,0.76700002,0.26699999,0
2024-02-28 09:32:30,1.003000021,0.889999986,0.76700002,0.270000011,0
2024-02-28 09:32:32,1.003000021,0.889999986,0.76700002,0.273999989,0
2024-02-28 09:32:34,1.003000021,0.889999986,0.76700002,0.280000001,0
2024-02-28 09:32:36,1.003000021,0.889999986,0.769999981,0.282999992,0
2024-02-28 09:32:38,1.003000021,0.889999986,0.769999981,0.289999992,0
2024-02-28 09:32:42,1.003000021,0.889999986,0.769999981,0.296000004,0
2024-02-28 09:32:45,1.006000042,0.889999986,0.769999981,0.296000004,0
2024-02-28 09:32:48,1.006000042,0.889999986,0.77700001,0.303000003,0
2024-02-28 09:32:51,1.006000042,0.889999986,0.77700001,0.305999994,0
2024-02-28 09:32:54,1.006000042,0.889999986,0.77700001,0.312000006,0
2024-02-28 09:32:57,1.003000021,0.893000007,0.77700001,0.312000006,0
2024-02-28 09:33:00,1.003000021,0.889999986,0.779999971,0.321999997,0
2024-02-28 09:33:03,1.006000042,0.889999986,0.779999971,0.324999988,0
2024-02-28 09:33:06,1.006000042,0.893000007,0.779999971,0.324999988,0
2024-02-28 09:33:09,1.006000042,0.889999986,0.782999992,0.328999996,0
2024-02-28 09:33:12,1.006000042,0.893000007,0.782999992,0.335000008,0
2024-02-28 09:33:15,1.006000042,0.893000007,0.782999992,0.338,0
2024-02-28 09:33:18,1.006000042,0.893000007,0.787,0.338,0
2024-02-28 09:33:21,1.006000042,0.893000007,0.787,0.340999991,0
2024-02-28 09:33:24,1.006000042,0.893000007,0.787,0.34799999,0
2024-02-28 09:33:28,1.006000042,0.893000007,0.790000021,0.351000011,0
2024-02-28 09:33:31,1.006000042,0.893000007,0.790000021,0.351000011,0
2024-02-28 09:33:34,1.006000042,0.893000007,0.792999983,0.35800001,0
2024-02-28 09:33:37,1.006000042,0.893000007,0.796000004,0.361000001,0
2024-02-28 09:33:40,1.006000042,0.893000007,0.796000004,0.361000001,0
2024-02-28 09:33:43,1.006000042,0.893000007,0.796000004,0.361000001,0
2024-02-28 09:33:46,1.006000042,0.893000007,0.800000012,0.363999993,0
2024-02-28 09:33:49,1.006000042,0.893000007,0.802999973,0.367000014,0
2024-02-28 09:33:52,1.006000042,0.893000007,0.805999994,0.374000013,0
2024-02-28 09:33:55,1.006000042,0.893000007,0.805999994,0.377000004,0
2024-02-28 09:33:58,1.006000042,0.893000007,0.809000015,0.379999995,0
2024-02-28 09:34:01,1.006000042,0.893000007,0.809000015,0.386999995,0
2024-02-28 09:34:04,1.006000042,0.893000007,0.809000015,0.386999995,0
2024-02-28 09:34:07,1.006000042,0.893000007,0.811999977,0.393000007,0
2024-02-28 09:34:10,1.006000042,0.893000007,0.811999977,0.393000007,0
2024-02-28 09:34:13,1.006000042,0.893000007,0.811999977,0.393000007,0
2024-02-28 09:34:16,1.006000042,0.893000007,0.815999985,0.393000007,0
2024-02-28 09:34:19,1.006000042,0.893000007,0.815999985,0.395999998,0
2024-02-28 09:34:21,1.006000042,0.893000007,0.815999985,0.395999998,0
2024-02-28 09:34:24,1.003000021,0.893000007,0.815999985,0.400000006,0
2024-02-28 09:34:26,1.006000042,0.896000028,0.815999985,0.400000006,0
2024-02-28 09:34:28,1.006000042,0.893000007,0.819000006,0.400000006,0
2024-02-28 09:34:30,1.006000042,0.893000007,0.819000006,0.402999997,0
2024-02-28 09:34:32,1.006000042,0.896000028,0.819000006,0.402999997,0
2024-02-28 09:34:34,1.006000042,0.893000007,0.822000027,0.405999988,0
2024-02-28 09:34:36,1.006000042,0.893000007,0.819000006,0.405999988,0
2024-02-28 09:34:38,1.006000042,0.893000007,0.822000027,0.405999988,0
2024-02-28 09:34:40,1.006000042,0.893000007,0.822000027,0.409000009,0
2024-02-28 09:34:42,1.006000042,0.896000028,0.819000006,0.409000009,0
2024-02-28 09:34:44,1.006000042,0.893000007,0.824999988,0.412,0
2024-02-28 09:34:46,1.006000042,0.893000007,0.824999988,0.412,0
2024-02-28 09:34:48,1.006000042,0.896000028,0.824999988,0.412,0
2024-02-28 09:34:50,1.006000042,0.896000028,0.824999988,0.412,0
2024-02-28 09:34:52,1.006000042,0.893000007,0.824999988,0.416000009,0
2024-02-28 09:34:54,1.006000042,0.896000028,0.828999996,0.419,0
2024-02-28 09:34:56,1.006000042,0.893000007,0.828999996,0.416000009,0
2024-02-28 09:34:58,1.006000042,0.896000028,0.828999996,0.419,0
2024-02-28 09:35:00,1.006000042,0.896000028,0.828999996,0.421999991,0
2024-02-28 09:35:03,1.006000042,0.896000028,0.832000017,0.419,0
2024-02-28 09:35:05,1.006000042,0.893000007,0.832000017,0.419,0
2024-02-28 09:35:07,1.006000042,0.896000028,0.828999996,0.425000012,0
2024-02-28 09:35:09,1.006000042,0.896000028,0.832000017,0.42899999,0
2024-02-28 09:35:11,1.006000042,0.896000028,0.832000017,0.432000011,0
